Node Number	Equivalent Elastic Strain (mm/mm)
1362	2,3332e-003
1363	2,3332e-003
1364	2,3336e-003
1365	2,5185e-003
1366	2,5174e-003
1367	2,5174e-003
1368	2,5185e-003
1369	2,4256e-003
1370	2,4248e-003
1371	2,4248e-003
1372	2,4256e-003
1373	3,0534e-003
1374	3,0498e-003
1375	3,0498e-003
1376	3,0534e-003
1377	3,1286e-003
1378	3,1246e-003
1379	3,1246e-003
1380	3,1286e-003
1381	2,7479e-003
1382	2,7459e-003
1383	2,7459e-003
1384	2,7479e-003
1385	2,8433e-003
1386	2,8409e-003
1387	2,8409e-003
1388	2,8433e-003
1389	2,5725e-003
1390	2,5711e-003
1391	2,5711e-003
1392	2,5725e-003
1393	2,6564e-003
1394	2,6547e-003
1395	2,6547e-003
1396	2,6564e-003
1397	2,4408e-003
1398	2,44e-003
1399	2,44e-003
1400	2,4408e-003
1401	2,4995e-003
1402	2,4985e-003
1403	2,4985e-003
1404	2,4995e-003
1405	2,3779e-003
1406	2,3774e-003
1407	2,3774e-003
1408	2,3779e-003
1409	2,4002e-003
1410	2,3995e-003
1411	2,3995e-003
1412	2,4002e-003
1413	2,3985e-003
1414	2,3978e-003
1415	2,3978e-003
1416	2,3985e-003
1417	2,3772e-003
1418	2,3767e-003
1419	2,3767e-003
1420	2,3772e-003
1421	2,5167e-003
1422	2,5155e-003
1423	2,5155e-003
1424	2,5167e-003
1425	2,4462e-003
1426	2,4453e-003
1427	2,4453e-003
1428	2,4462e-003
1429	2,7182e-003
1430	2,7162e-003
1431	2,7162e-003
1432	2,7182e-003
1433	2,6112e-003
1434	2,6096e-003
1435	2,6096e-003
1436	2,6112e-003
1437	2,8181e-003
1438	2,8158e-003
1439	2,8158e-003
1440	2,8181e-003
1441	2,8047e-003
1442	2,8024e-003
1443	2,8024e-003
1444	2,8047e-003
1445	2,9135e-003
1446	2,9109e-003
1447	2,9109e-003
1448	2,9135e-003
1449	2,5895e-003
1450	2,588e-003
1451	2,588e-003
1452	2,5895e-003
1453	2,6918e-003
1454	2,69e-003
1455	2,69e-003
1456	2,6918e-003
1457	2,4423e-003
1458	2,4415e-003
1459	2,4415e-003
1460	2,4423e-003
1461	2,5048e-003
1462	2,5037e-003
1463	2,5037e-003
1464	2,5048e-003
1465	2,3778e-003
1466	2,3773e-003
1467	2,3773e-003
1468	2,3778e-003
1469	2,3998e-003
1470	2,3991e-003
1471	2,3991e-003
1472	2,3998e-003
1473	2,3992e-003
1474	2,3986e-003
1475	2,3986e-003
1476	2,3992e-003
1477	2,3779e-003
1478	2,3773e-003
1479	2,3773e-003
1480	2,3779e-003
1481	2,499e-003
1482	2,498e-003
1483	2,498e-003
1484	2,499e-003
1485	2,6557e-003
1486	2,6541e-003
1487	2,6541e-003
1488	2,6557e-003
1489	2,8442e-003
1490	2,8417e-003
1491	2,8417e-003
1492	2,8442e-003
1493	2,7488e-003
1494	2,7467e-003
1495	2,7467e-003
1496	2,7488e-003
1497	3,4142e-003
1498	3,4084e-003
1499	3,4084e-003
1500	3,4142e-003
1501	3,6139e-003
1502	3,6062e-003
1503	3,6062e-003
1504	3,6139e-003
1505	2,6256e-003
1506	2,6241e-003
1507	2,6241e-003
1508	2,6256e-003
1509	2,4594e-003
1510	2,4585e-003
1511	2,4585e-003
1512	2,4594e-003
1513	2,536e-003
1514	2,5348e-003
1515	2,5348e-003
1516	2,536e-003
1517	2,3613e-003
1518	2,3607e-003
1519	2,3607e-003
1520	2,3613e-003
1521	2,4008e-003
1522	2,4001e-003
1523	2,4001e-003
1524	2,4008e-003
1525	2,3414e-003
1526	2,3409e-003
1527	2,3409e-003
1528	2,3414e-003
1529	2,3995e-003
1530	2,3988e-003
1531	2,3988e-003
1532	2,3995e-003
1533	2,3616e-003
1534	2,3611e-003
1535	2,3611e-003
1536	2,3616e-003
1537	2,5212e-003
1538	2,5201e-003
1539	2,5201e-003
1540	2,5212e-003
1541	2,4535e-003
1542	2,4526e-003
1543	2,4526e-003
1544	2,4535e-003
1545	2,6868e-003
1546	2,685e-003
1547	2,685e-003
1548	2,6868e-003
1549	2,5999e-003
1550	2,5985e-003
1551	2,5985e-003
1552	2,5999e-003
1553	2,876e-003
1554	2,8734e-003
1555	2,8734e-003
1556	2,876e-003
1557	2,7791e-003
1558	2,7769e-003
1559	2,7769e-003
1560	2,7791e-003
1561	3,0775e-003
1562	3,0739e-003
1563	3,0739e-003
1564	3,0775e-003
1565	2,9763e-003
1566	2,9732e-003
1567	2,9732e-003
1568	2,9763e-003
1569	3,205e-003
1570	3,2007e-003
1571	3,2007e-003
1572	3,205e-003
1573	3,2434e-003
1574	3,2388e-003
1575	3,2388e-003
1576	3,2434e-003
1577	3,5402e-003
1578	3,5333e-003
1579	3,5333e-003
1580	3,5402e-003
1581	3,4337e-003
1582	3,4278e-003
1583	3,4278e-003
1584	3,4337e-003
1585	3,2261e-003
1586	3,2213e-003
1587	3,2213e-003
1588	3,2261e-003
1589	3,106e-003
1590	3,1021e-003
1591	3,1021e-003
1592	3,106e-003
1593	3,3952e-003
1594	3,3895e-003
1595	3,3895e-003
1596	3,3952e-003
1597	3,8128e-003
1598	3,803e-003
1599	3,803e-003
1600	3,8128e-003
1601	3,46e-003
1602	3,4535e-003
1603	3,4535e-003
1604	3,46e-003
1605	2,7507e-003
1606	2,7486e-003
1607	2,7486e-003
1608	2,7507e-003
1609	2,5731e-003
1610	2,5718e-003
1611	2,5718e-003
1612	2,5731e-003
1613	2,6594e-003
1614	2,6577e-003
1615	2,6577e-003
1616	2,6594e-003
1617	2,4319e-003
1618	2,4312e-003
1619	2,4312e-003
1620	2,4319e-003
1621	2,4963e-003
1622	2,4953e-003
1623	2,4953e-003
1624	2,4963e-003
1625	2,3837e-003
1626	2,3831e-003
1627	2,3831e-003
1628	2,3837e-003
1629	2,3484e-003
1630	2,3479e-003
1631	2,3479e-003
1632	2,3484e-003
1633	2,3405e-003
1634	2,3401e-003
1635	2,3401e-003
1636	2,3405e-003
1637	2,4199e-003
1638	2,4191e-003
1639	2,4191e-003
1640	2,4199e-003
1641	2,3751e-003
1642	2,3744e-003
1643	2,3744e-003
1644	2,3751e-003
1645	2,552e-003
1646	2,5508e-003
1647	2,5508e-003
1648	2,552e-003
1649	2,4755e-003
1650	2,4745e-003
1651	2,4745e-003
1652	2,4755e-003
1653	2,6406e-003
1654	2,6391e-003
1655	2,6391e-003
1656	2,6406e-003
1657	2,8865e-003
1658	2,8842e-003
1659	2,8842e-003
1660	2,8865e-003
1661	2,8257e-003
1662	2,8236e-003
1663	2,8236e-003
1664	2,8257e-003
1665	2,985e-003
1666	2,9817e-003
1667	2,9817e-003
1668	2,985e-003
1669	3,1126e-003
1670	3,1085e-003
1671	3,1085e-003
1672	3,1126e-003
1673	3,1801e-003
1674	3,1756e-003
1675	3,1756e-003
1676	3,1801e-003
1677	2,7919e-003
1678	2,7895e-003
1679	2,7895e-003
1680	2,7919e-003
1681	2,8921e-003
1682	2,8893e-003
1683	2,8893e-003
1684	2,8921e-003
1685	2,6109e-003
1686	2,6093e-003
1687	2,6093e-003
1688	2,6109e-003
1689	2,6964e-003
1690	2,6944e-003
1691	2,6944e-003
1692	2,6964e-003
1693	2,4277e-003
1694	2,4268e-003
1695	2,4268e-003
1696	2,4277e-003
1697	2,4451e-003
1698	2,4441e-003
1699	2,4441e-003
1700	2,4451e-003
1701	2,4312e-003
1702	2,4303e-003
1703	2,4303e-003
1704	2,4312e-003
1705	2,5776e-003
1706	2,5761e-003
1707	2,5761e-003
1708	2,5776e-003
1709	2,5073e-003
1710	2,5061e-003
1711	2,5061e-003
1712	2,5073e-003
1713	2,7751e-003
1714	2,7728e-003
1715	2,7728e-003
1716	2,7751e-003
1717	2,6667e-003
1718	2,6649e-003
1719	2,6649e-003
1720	2,6667e-003
1721	3,0074e-003
1722	3,0044e-003
1723	3,0044e-003
1724	3,0074e-003
1725	2,8928e-003
1726	2,8902e-003
1727	2,8902e-003
1728	2,8928e-003
1729	3,0107e-003
1730	3,0077e-003
1731	3,0077e-003
1732	3,0107e-003
1733	2,6618e-003
1734	2,66e-003
1735	2,66e-003
1736	2,6618e-003
1737	2,7674e-003
1738	2,7652e-003
1739	2,7652e-003
1740	2,7674e-003
1741	2,5077e-003
1742	2,5065e-003
1743	2,5065e-003
1744	2,5077e-003
1745	2,575e-003
1746	2,5735e-003
1747	2,5735e-003
1748	2,575e-003
1749	2,4321e-003
1750	2,4312e-003
1751	2,4312e-003
1752	2,4321e-003
1753	2,4276e-003
1754	2,4267e-003
1755	2,4267e-003
1756	2,4276e-003
1757	2,5387e-003
1758	2,5374e-003
1759	2,5374e-003
1760	2,5387e-003
1761	2,6947e-003
1762	2,6927e-003
1763	2,6927e-003
1764	2,6947e-003
1765	2,7886e-003
1766	2,7862e-003
1767	2,7862e-003
1768	2,7886e-003
1769	2,9931e-003
1770	2,9897e-003
1771	2,9897e-003
1772	2,9931e-003
1773	3,7082e-003
1774	3,6996e-003
1775	3,6996e-003
1776	3,7082e-003
1777	3,5859e-003
1778	3,5784e-003
1779	3,5784e-003
1780	3,5859e-003
1781	2,7787e-003
1782	2,7767e-003
1783	2,7767e-003
1784	2,7787e-003
1785	2,4354e-003
1786	2,4345e-003
1787	2,4345e-003
1788	2,4354e-003
1789	2,4009e-003
1790	2,4001e-003
1791	2,4001e-003
1792	2,4009e-003
1793	2,5533e-003
1794	2,5519e-003
1795	2,5519e-003
1796	2,5533e-003
1797	2,4869e-003
1798	2,4858e-003
1799	2,4858e-003
1800	2,4869e-003
1801	2,6322e-003
1802	2,6305e-003
1803	2,6305e-003
1804	2,6322e-003
1805	2,9187e-003
1806	2,9157e-003
1807	2,9157e-003
1808	2,9187e-003
1809	3,1304e-003
1810	3,1263e-003
1811	3,1263e-003
1812	3,1304e-003
1813	3,0222e-003
1814	3,0188e-003
1815	3,0188e-003
1816	3,0222e-003
1817	3,2999e-003
1818	3,2948e-003
1819	3,2948e-003
1820	3,2999e-003
1821	3,3513e-003
1822	3,3459e-003
1823	3,3459e-003
1824	3,3513e-003
1825	3,5368e-003
1826	3,53e-003
1827	3,53e-003
1828	3,5368e-003
1829	3,4757e-003
1830	3,4692e-003
1831	3,4692e-003
1832	3,4757e-003
1833	2,9821e-003
1834	2,9788e-003
1835	2,9788e-003
1836	2,9821e-003
1837	3,319e-003
1838	3,3135e-003
1839	3,3135e-003
1840	3,319e-003
1841	3,2643e-003
1842	3,2592e-003
1843	3,2592e-003
1844	3,2643e-003
1845	3,2645e-003
1846	3,2594e-003
1847	3,2594e-003
1848	3,2645e-003
1849	3,3281e-003
1850	3,3227e-003
1851	3,3227e-003
1852	3,3281e-003
1853	3,5236e-003
1854	3,5169e-003
1855	3,5169e-003
1856	3,5236e-003
1857	3,3752e-003
1858	3,3695e-003
1859	3,3695e-003
1860	3,3752e-003
1861	3,9536e-003
1862	3,9424e-003
1863	3,9424e-003
1864	3,9536e-003
1865	3,6882e-003
1866	3,6798e-003
1867	3,6798e-003
1868	3,6882e-003
1869	3,1373e-003
1870	3,133e-003
1871	3,133e-003
1872	3,1373e-003
1873	2,9468e-003
1874	2,9443e-003
1875	2,9443e-003
1876	2,9468e-003
1877	3,2439e-003
1878	3,2401e-003
1879	3,2401e-003
1880	3,2439e-003
1881	3,4773e-003
1882	3,4705e-003
1883	3,4705e-003
1884	3,4773e-003
1885	3,7002e-003
1886	3,6917e-003
1887	3,6917e-003
1888	3,7002e-003
1889	3,4906e-003
1890	3,4841e-003
1891	3,4841e-003
1892	3,4906e-003
1893	3,5389e-003
1894	3,5318e-003
1895	3,5318e-003
1896	3,5389e-003
1897	2,787e-003
1898	2,7847e-003
1899	2,7846e-003
1900	2,787e-003
1901	2,8853e-003
1902	2,8824e-003
1903	2,8824e-003
1904	2,8853e-003
1905	2,6928e-003
1906	2,6908e-003
1907	2,6908e-003
1908	2,6928e-003
1909	2,4662e-003
1910	2,4651e-003
1911	2,4651e-003
1912	2,4662e-003
1913	2,5287e-003
1914	2,5274e-003
1915	2,5274e-003
1916	2,5287e-003
1917	2,42e-003
1918	2,4191e-003
1919	2,4191e-003
1920	2,42e-003
1921	2,3838e-003
1922	2,3831e-003
1923	2,3831e-003
1924	2,3838e-003
1925	2,4264e-003
1926	2,4255e-003
1927	2,4255e-003
1928	2,4264e-003
1929	2,818e-003
1930	2,8158e-003
1931	2,8158e-003
1932	2,818e-003
1933	3,0007e-003
1934	2,998e-003
1935	2,998e-003
1936	3,0007e-003
1937	2,9202e-003
1938	2,9179e-003
1939	2,9179e-003
1940	2,9202e-003
1941	3,4038e-003
1942	3,3978e-003
1943	3,3978e-003
1944	3,4038e-003
1945	3,0793e-003
1946	3,0753e-003
1947	3,0753e-003
1948	3,0793e-003
1949	3,2161e-003
1950	3,2112e-003
1951	3,2112e-003
1952	3,2161e-003
1953	2,8434e-003
1954	2,8406e-003
1955	2,8406e-003
1956	2,8434e-003
1957	2,9533e-003
1958	2,95e-003
1959	2,95e-003
1960	2,9533e-003
1961	2,6597e-003
1962	2,6576e-003
1963	2,6576e-003
1964	2,6597e-003
1965	2,7441e-003
1966	2,7417e-003
1967	2,7417e-003
1968	2,7441e-003
1969	2,536e-003
1970	2,5345e-003
1971	2,5345e-003
1972	2,536e-003
1973	2,4879e-003
1974	2,4866e-003
1975	2,4866e-003
1976	2,4879e-003
1977	2,5257e-003
1978	2,5243e-003
1979	2,5243e-003
1980	2,5257e-003
1981	2,4959e-003
1982	2,4945e-003
1983	2,4945e-003
1984	2,4959e-003
1985	2,6478e-003
1986	2,6459e-003
1987	2,6459e-003
1988	2,6478e-003
1989	2,5768e-003
1990	2,5752e-003
1991	2,5752e-003
1992	2,5768e-003
1993	2,8444e-003
1994	2,8419e-003
1995	2,8419e-003
1996	2,8444e-003
1997	2,7387e-003
1998	2,7365e-003
1999	2,7365e-003
2000	2,7387e-003
2001	3,0883e-003
2002	3,085e-003
2003	3,085e-003
2004	3,0883e-003
2005	2,9596e-003
2006	2,9567e-003
2007	2,9567e-003
2008	2,9596e-003
2009	3,3651e-003
2010	3,3609e-003
2011	3,3609e-003
2012	3,3651e-003
2013	3,2209e-003
2014	3,2172e-003
2015	3,2172e-003
2016	3,2209e-003
2017	2,9636e-003
2018	2,9608e-003
2019	2,9608e-003
2020	2,9636e-003
2021	3,0985e-003
2022	3,0952e-003
2023	3,0952e-003
2024	3,0985e-003
2025	2,7377e-003
2026	2,7355e-003
2027	2,7355e-003
2028	2,7377e-003
2029	2,8441e-003
2030	2,8415e-003
2031	2,8415e-003
2032	2,8441e-003
2033	2,5772e-003
2034	2,5755e-003
2035	2,5755e-003
2036	2,5772e-003
2037	2,6483e-003
2038	2,6464e-003
2039	2,6464e-003
2040	2,6483e-003
2041	2,496e-003
2042	2,4946e-003
2043	2,4946e-003
2044	2,496e-003
2045	2,526e-003
2046	2,5245e-003
2047	2,5245e-003
2048	2,526e-003
2049	2,4879e-003
2050	2,4865e-003
2051	2,4865e-003
2052	2,4879e-003
2053	2,589e-003
2054	2,5873e-003
2055	2,5873e-003
2056	2,589e-003
2057	2,5357e-003
2058	2,5342e-003
2059	2,5342e-003
2060	2,5357e-003
2061	2,7434e-003
2062	2,741e-003
2063	2,741e-003
2064	2,7434e-003
2065	2,6591e-003
2066	2,6571e-003
2067	2,6571e-003
2068	2,6591e-003
2069	2,839e-003
2070	2,8362e-003
2071	2,8362e-003
2072	2,839e-003
2073	3,1526e-003
2074	3,1482e-003
2075	3,1482e-003
2076	3,1526e-003
2077	3,0458e-003
2078	3,042e-003
2079	3,042e-003
2080	3,0458e-003
2081	3,8035e-003
2082	3,7937e-003
2083	3,7937e-003
2084	3,8035e-003
2085	3,6464e-003
2086	3,6383e-003
2087	3,6383e-003
2088	3,6464e-003
2089	2,7374e-003
2090	2,7355e-003
2091	2,7355e-003
2092	2,7374e-003
2093	2,8383e-003
2094	2,836e-003
2095	2,836e-003
2096	2,8383e-003
2097	2,5731e-003
2098	2,5716e-003
2099	2,5716e-003
2100	2,5731e-003
2101	2,6484e-003
2102	2,6467e-003
2103	2,6467e-003
2104	2,6484e-003
2105	2,4695e-003
2106	2,4683e-003
2107	2,4683e-003
2108	2,4695e-003
2109	2,5126e-003
2110	2,5113e-003
2111	2,5113e-003
2112	2,5126e-003
2113	2,4381e-003
2114	2,437e-003
2115	2,437e-003
2116	2,4381e-003
2117	2,4446e-003
2118	2,4435e-003
2119	2,4435e-003
2120	2,4446e-003
2121	2,482e-003
2122	2,4808e-003
2123	2,4808e-003
2124	2,482e-003
2125	2,4507e-003
2126	2,4496e-003
2127	2,4496e-003
2128	2,4507e-003
2129	2,5956e-003
2130	2,5939e-003
2131	2,5939e-003
2132	2,5956e-003
2133	2,5309e-003
2134	2,5294e-003
2135	2,5294e-003
2136	2,5309e-003
2137	2,6742e-003
2138	2,6721e-003
2139	2,6721e-003
2140	2,6742e-003
2141	2,9694e-003
2142	2,966e-003
2143	2,966e-003
2144	2,9694e-003
2145	3,1756e-003
2146	3,171e-003
2147	3,171e-003
2148	3,1756e-003
2149	3,0777e-003
2150	3,0737e-003
2151	3,0737e-003
2152	3,0777e-003
2153	3,4058e-003
2154	3,3999e-003
2155	3,3999e-003
2156	3,4058e-003
2157	3,4899e-003
2158	3,4831e-003
2159	3,4831e-003
2160	3,4899e-003
2161	3,4324e-003
2162	3,4259e-003
2163	3,4259e-003
2164	3,4324e-003
2165	3,5214e-003
2166	3,5147e-003
2167	3,5147e-003
2168	3,5214e-003
2169	3,5548e-003
2170	3,5477e-003
2171	3,5477e-003
2172	3,5548e-003
2173	3,6117e-003
2174	3,6042e-003
2175	3,6042e-003
2176	3,6117e-003
2177	3,617e-003
2178	3,6094e-003
2179	3,6094e-003
2180	3,617e-003
2181	3,6743e-003
2182	3,6661e-003
2183	3,6661e-003
2184	3,6743e-003
2185	3,6596e-003
2186	3,6515e-003
2187	3,6515e-003
2188	3,6596e-003
2189	3,0395e-003
2190	3,0357e-003
2191	3,0357e-003
2192	3,0395e-003
2193	3,0597e-003
2194	3,0569e-003
2195	3,0569e-003
2196	3,0597e-003
2197	3,5935e-003
2198	3,5859e-003
2199	3,5859e-003
2200	3,5935e-003
2201	3,4248e-003
2202	3,4204e-003
2203	3,4204e-003
2204	3,4248e-003
2205	3,5177e-003
2206	3,513e-003
2207	3,513e-003
2208	3,5177e-003
2209	3,3457e-003
2210	3,3399e-003
2211	3,3399e-003
2212	3,3457e-003
2213	3,3475e-003
2214	3,3416e-003
2215	3,3416e-003
2216	3,3475e-003
2217	3,678e-003
2218	3,6698e-003
2219	3,6698e-003
2220	3,678e-003
2221	3,6942e-003
2222	3,6859e-003
2223	3,6859e-003
2224	3,6942e-003
2225	3,6083e-003
2226	3,6007e-003
2227	3,6007e-003
2228	3,6083e-003
2229	3,2091e-003
2230	3,2041e-003
2231	3,2041e-003
2232	3,2091e-003
2233	3,5707e-003
2234	3,5629e-003
2235	3,5629e-003
2236	3,5707e-003
2237	4,0598e-003
2238	4,0471e-003
2239	4,0471e-003
2240	4,0598e-003
2241	3,3961e-003
2242	3,3897e-003
2243	3,3897e-003
2244	3,3961e-003
2245	4,0607e-003
2246	4,048e-003
2247	4,048e-003
2248	4,0607e-003
2249	3,7043e-003
2250	3,6958e-003
2251	3,6958e-003
2252	3,7043e-003
2253	2,8342e-003
2254	2,8314e-003
2255	2,8314e-003
2256	2,8342e-003
2257	2,9379e-003
2258	2,9346e-003
2259	2,9346e-003
2260	2,9379e-003
2261	2,7355e-003
2262	2,7331e-003
2263	2,7331e-003
2264	2,7355e-003
2265	2,511e-003
2266	2,5096e-003
2267	2,5096e-003
2268	2,511e-003
2269	2,5715e-003
2270	2,5698e-003
2271	2,5698e-003
2272	2,5715e-003
2273	2,4678e-003
2274	2,4665e-003
2275	2,4665e-003
2276	2,4678e-003
2277	2,4536e-003
2278	2,4525e-003
2279	2,4525e-003
2280	2,4536e-003
2281	2,4385e-003
2282	2,4374e-003
2283	2,4374e-003
2284	2,4385e-003
2285	2,5387e-003
2286	2,5373e-003
2287	2,5373e-003
2288	2,5387e-003
2289	2,488e-003
2290	2,4867e-003
2291	2,4867e-003
2292	2,488e-003
2293	2,6888e-003
2294	2,6869e-003
2295	2,6869e-003
2296	2,6888e-003
2297	2,6069e-003
2298	2,6053e-003
2299	2,6053e-003
2300	2,6069e-003
2301	2,8899e-003
2302	2,8876e-003
2303	2,8876e-003
2304	2,8899e-003
2305	2,7857e-003
2306	2,7836e-003
2307	2,7836e-003
2308	2,7857e-003
2309	3,0007e-003
2310	2,998e-003
2311	2,998e-003
2312	3,0007e-003
2313	3,1724e-003
2314	3,1694e-003
2315	3,1694e-003
2316	3,1724e-003
2317	3,2902e-003
2318	3,2869e-003
2319	3,2869e-003
2320	3,2902e-003
2321	3,2626e-003
2322	3,2594e-003
2323	3,2594e-003
2324	3,2626e-003
2325	3,3892e-003
2326	3,383e-003
2327	3,383e-003
2328	3,3892e-003
2329	3,4964e-003
2330	3,4895e-003
2331	3,4895e-003
2332	3,4964e-003
2333	3,1342e-003
2334	3,1297e-003
2335	3,1297e-003
2336	3,1342e-003
2337	3,2634e-003
2338	3,258e-003
2339	3,258e-003
2340	3,2634e-003
2341	2,9032e-003
2342	2,8999e-003
2343	2,8999e-003
2344	2,9032e-003
2345	3,0145e-003
2346	3,0106e-003
2347	3,0106e-003
2348	3,0145e-003
2349	2,7171e-003
2350	2,7145e-003
2351	2,7145e-003
2352	2,7171e-003
2353	2,8011e-003
2354	2,7982e-003
2355	2,7982e-003
2356	2,8011e-003
2357	2,5978e-003
2358	2,5958e-003
2359	2,5958e-003
2360	2,5978e-003
2361	2,556e-003
2362	2,5542e-003
2363	2,5542e-003
2364	2,556e-003
2365	2,5665e-003
2366	2,5646e-003
2367	2,5646e-003
2368	2,5665e-003
2369	3,1637e-003
2370	3,1601e-003
2371	3,1601e-003
2372	3,1637e-003
2373	3,4431e-003
2374	3,4386e-003
2375	3,4386e-003
2376	3,4431e-003
2377	3,2988e-003
2378	3,2948e-003
2379	3,2948e-003
2380	3,2988e-003
2381	3,5719e-003
2382	3,5669e-003
2383	3,5669e-003
2384	3,5719e-003
2385	3,7233e-003
2386	3,7178e-003
2387	3,7178e-003
2388	3,7233e-003
2389	3,5964e-003
2390	3,5913e-003
2391	3,5913e-003
2392	3,5964e-003
2393	4,053e-003
2394	4,0403e-003
2395	4,0403e-003
2396	4,053e-003
2397	3,6376e-003
2398	3,6324e-003
2399	3,6324e-003
2400	3,6376e-003
2401	3,807e-003
2402	3,8012e-003
2403	3,8012e-003
2404	3,807e-003
2405	3,3114e-003
2406	3,3073e-003
2407	3,3073e-003
2408	3,3114e-003
2409	3,4609e-003
2410	3,4564e-003
2411	3,4564e-003
2412	3,4609e-003
2413	2,5664e-003
2414	2,5645e-003
2415	2,5645e-003
2416	2,5664e-003
2417	2,556e-003
2418	2,5542e-003
2419	2,5542e-003
2420	2,556e-003
2421	2,6481e-003
2422	2,6459e-003
2423	2,6459e-003
2424	2,6481e-003
2425	2,5975e-003
2426	2,5955e-003
2427	2,5955e-003
2428	2,5975e-003
2429	2,8004e-003
2430	2,7975e-003
2431	2,7975e-003
2432	2,8004e-003
2433	2,7165e-003
2434	2,714e-003
2435	2,714e-003
2436	2,7165e-003
2437	2,8962e-003
2438	2,8928e-003
2439	2,8928e-003
2440	2,8962e-003
2441	3,1097e-003
2442	3,1053e-003
2443	3,1053e-003
2444	3,1097e-003
2445	3,8907e-003
2446	3,88e-003
2447	3,88e-003
2448	3,8907e-003
2449	3,716e-003
2450	3,707e-003
2451	3,707e-003
2452	3,716e-003
2453	3,2306e-003
2454	3,2274e-003
2455	3,2274e-003
2456	3,2306e-003
2457	3,3522e-003
2458	3,3488e-003
2459	3,3488e-003
2460	3,3522e-003
2461	3,0065e-003
2462	3,0038e-003
2463	3,0038e-003
2464	3,0065e-003
2465	3,1166e-003
2466	3,1137e-003
2467	3,1137e-003
2468	3,1166e-003
2469	2,5375e-003
2470	2,5358e-003
2471	2,5358e-003
2472	2,5375e-003
2473	2,6467e-003
2474	2,6445e-003
2475	2,6445e-003
2476	2,6467e-003
2477	2,8156e-003
2478	2,8126e-003
2479	2,8126e-003
2480	2,8156e-003
2481	2,7246e-003
2482	2,7221e-003
2483	2,7221e-003
2484	2,7246e-003
2485	3,0259e-003
2486	3,0219e-003
2487	3,0219e-003
2488	3,0259e-003
2489	2,9174e-003
2490	2,914e-003
2491	2,914e-003
2492	2,9174e-003
2493	3,2476e-003
2494	3,2423e-003
2495	3,2423e-003
2496	3,2476e-003
2497	3,1368e-003
2498	3,1322e-003
2499	3,1322e-003
2500	3,1368e-003
2501	3,781e-003
2502	3,7716e-003
2503	3,7716e-003
2504	3,781e-003
2505	3,8108e-003
2506	3,8011e-003
2507	3,8011e-003
2508	3,8108e-003
2509	3,7669e-003
2510	3,7577e-003
2511	3,7577e-003
2512	3,7669e-003
2513	3,7731e-003
2514	3,7639e-003
2515	3,7639e-003
2516	3,7731e-003
2517	3,595e-003
2518	3,5872e-003
2519	3,5872e-003
2520	3,595e-003
2521	3,1072e-003
2522	3,1028e-003
2523	3,1028e-003
2524	3,1072e-003
2525	3,4794e-003
2526	3,4757e-003
2527	3,4757e-003
2528	3,4794e-003
2529	3,5323e-003
2530	3,5285e-003
2531	3,5285e-003
2532	3,5323e-003
2533	3,7146e-003
2534	3,7056e-003
2535	3,7056e-003
2536	3,7146e-003
2537	3,4314e-003
2538	3,4247e-003
2539	3,4247e-003
2540	3,4314e-003
2541	3,4605e-003
2542	3,4536e-003
2543	3,4536e-003
2544	3,4605e-003
2545	3,53e-003
2546	3,5226e-003
2547	3,5226e-003
2548	3,53e-003
2549	3,8929e-003
2550	3,8823e-003
2551	3,8823e-003
2552	3,8929e-003
2553	3,642e-003
2554	3,6339e-003
2555	3,6339e-003
2556	3,642e-003
2557	4,1275e-003
2558	4,1139e-003
2559	4,1139e-003
2560	4,1275e-003
2561	3,9479e-003
2562	3,9364e-003
2563	3,9364e-003
2564	3,9479e-003
2565	3,672e-003
2566	3,6631e-003
2567	3,6631e-003
2568	3,672e-003
2569	3,0028e-003
2570	2,9989e-003
2571	2,9989e-003
2572	3,0028e-003
2573	2,7863e-003
2574	2,7835e-003
2575	2,7835e-003
2576	2,7863e-003
2577	2,5648e-003
2578	2,5629e-003
2579	2,5629e-003
2580	2,5648e-003
2581	2,6231e-003
2582	2,621e-003
2583	2,621e-003
2584	2,6231e-003
2585	2,503e-003
2586	2,5014e-003
2587	2,5014e-003
2588	2,503e-003
2589	2,5244e-003
2590	2,5227e-003
2591	2,5227e-003
2592	2,5244e-003
2593	2,5011e-003
2594	2,4996e-003
2595	2,4996e-003
2596	2,5011e-003
2597	3,0676e-003
2598	3,0648e-003
2599	3,0648e-003
2600	3,0676e-003
2601	3,4198e-003
2602	3,4162e-003
2603	3,4162e-003
2604	3,4198e-003
2605	3,2995e-003
2606	3,2962e-003
2607	3,2962e-003
2608	3,2995e-003
2609	4,1489e-003
2610	4,1349e-003
2611	4,1349e-003
2612	4,1489e-003
2613	4,3313e-003
2614	4,3153e-003
2615	4,3153e-003
2616	4,3313e-003
2617	4,1782e-003
2618	4,1639e-003
2619	4,1639e-003
2620	4,1782e-003
2621	3,6057e-003
2622	3,6017e-003
2623	3,6017e-003
2624	3,6057e-003
2625	3,9102e-003
2626	3,9056e-003
2627	3,9056e-003
2628	3,9102e-003
2629	3,4685e-003
2630	3,4615e-003
2631	3,4615e-003
2632	3,4685e-003
2633	3,5947e-003
2634	3,5868e-003
2635	3,5868e-003
2636	3,5947e-003
2637	3,2052e-003
2638	3,2e-003
2639	3,2e-003
2640	3,2052e-003
2641	3,3356e-003
2642	3,3295e-003
