Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
3158	-15,007	-35,076	-0,11647	20,203
3158	-15,007	-35,076	-0,11647	20,203
3159	-15,538	-34,093	-0,11647	19,661
3159	-15,538	-34,093	-0,11647	19,661
3160	-16,071	-33,115	-0,11647	19,088
3160	-16,071	-33,115	-0,11647	19,088
3161	-16,596	-32,133	-0,11647	18,513
3161	-16,596	-32,133	-0,11647	18,513
3162	-17,124	-31,144	-0,11647	17,945
3162	-17,124	-31,144	-0,11647	17,945
3163	-17,654	-30,169	-0,11647	17,397
3163	-17,654	-30,169	-0,11647	17,397
3164	-18,176	-29,2	-0,11647	16,886
3164	-18,176	-29,2	-0,11647	16,886
3165	-18,697	-28,229	-0,11647	16,418
3165	-18,697	-28,229	-0,11647	16,418
3166	-19,218	-27,264	-0,11647	15,998
3166	-19,218	-27,264	-0,11647	15,998
3167	-19,733	-26,31	-0,11647	15,635
3167	-19,733	-26,31	-0,11647	15,635
3168	-20,246	-25,357	-0,11647	15,33
3168	-20,246	-25,357	-0,11647	15,33
3169	-20,762	-24,409	-0,11647	15,084
3169	-20,762	-24,409	-0,11647	15,084
3170	-21,271	-23,467	-0,11647	14,907
3170	-21,271	-23,467	-0,11647	14,907
3171	-21,772	-22,53	-0,11647	14,804
3171	-21,772	-22,53	-0,11647	14,804
3172	-22,278	-21,596	-0,11647	14,772
3172	-22,278	-21,596	-0,11647	14,772
3173	-23,28	-19,737	-0,11647	14,947
3173	-23,28	-19,737	-0,11647	14,947
3174	-23,777	-18,813	-0,11647	15,173
3174	-23,777	-18,813	-0,11647	15,173
3175	-24,275	-17,893	-0,11647	15,489
3175	-24,275	-17,893	-0,11647	15,489
3176	-24,773	-16,968	-0,11647	15,914
3176	-24,773	-16,968	-0,11647	15,914
3177	-25,267	-16,051	-0,11647	16,458
3177	-25,267	-16,051	-0,11647	16,458
3178	-25,76	-15,138	-0,11647	17,124
3178	-25,76	-15,138	-0,11647	17,124
3179	-26,248	-14,234	-0,11647	17,921
3179	-26,248	-14,234	-0,11647	17,921
3180	-26,736	-13,328	-0,11647	18,866
3180	-26,736	-13,328	-0,11647	18,866
3181	-27,219	-12,43	-0,11647	19,958
3181	-27,219	-12,43	-0,11647	19,958
3182	-27,707	-11,523	-0,11647	21,194
3182	-27,707	-11,523	-0,11647	21,194
3183	-28,182	-10,621	-0,11647	22,528
3183	-28,182	-10,621	-0,11647	22,528
3184	-28,664	-9,7296	-0,11647	23,889
3184	-28,664	-9,7296	-0,11647	23,889
3185	-29,153	-8,8415	-0,11647	25,151
3185	-29,153	-8,8415	-0,11647	25,151
3186	-29,641	-7,9527	-0,11647	26,139
3186	-29,641	-7,9527	-0,11647	26,139
3187	-30,135	-7,0752	-0,11647	26,656
3187	-30,135	-7,0752	-0,11647	26,656
3188	-30,624	-6,1981	-0,11647	26,509
3188	-30,624	-6,1981	-0,11647	26,509
3189	-31,091	-5,3222	-0,11647	25,677
3189	-31,091	-5,3222	-0,11647	25,677
3190	-31,548	-4,4655	-0,11647	24,461
3190	-31,548	-4,4655	-0,11647	24,461
3191	-31,866	-3,5669	-0,11647	23,291
3191	-31,866	-3,5669	-0,11647	23,291
3192	-32,129	-2,6375	-0,11647	22,432
3192	-32,129	-2,6375	-0,11647	22,432
3193	-32,307	-1,7001	-0,11647	22,098
3193	-32,307	-1,7001	-0,11647	22,098
3194	-32,424	-0,80422	-0,11647	21,973
3194	-32,424	-0,80422	-0,11647	21,973
3195	-32,487	7,2065e-002	-0,11647	21,97
3195	-32,487	7,2065e-002	-0,11647	21,97
3196	-32,46	0,95034	-0,11647	22,027
3196	-32,46	0,95034	-0,11647	22,027
3197	-32,309	1,868	-0,11647	22,26
3197	-32,309	1,868	-0,11647	22,26
3198	-32,078	2,7405	-0,11647	22,816
3198	-32,078	2,7405	-0,11647	22,816
3199	-31,886	3,494	-0,11647	23,526
3199	-31,886	3,494	-0,11647	23,526
3200	-31,551	4,1549	-0,11647	24,452
3200	-31,551	4,1549	-0,11647	24,452
3201	-31,291	5,1229	-0,11647	25,593
3201	-31,291	5,1229	-0,11647	25,593
3202	-30,774	5,9291	-0,11647	26,416
3202	-30,774	5,9291	-0,11647	26,416
3203	-30,256	6,7861	-0,11647	26,581
3203	-30,256	6,7861	-0,11647	26,581
3204	-29,742	7,6468	-0,11647	26,127
3204	-29,742	7,6468	-0,11647	26,127
3205	-29,229	8,5224	-0,11647	25,209
3205	-29,229	8,5224	-0,11647	25,209
3206	-28,719	9,4086	-0,11647	23,994
3206	-28,719	9,4086	-0,11647	23,994
3207	-28,232	10,309	-0,11647	22,659
3207	-28,232	10,309	-0,11647	22,659
3208	-27,754	11,203	-0,11647	21,335
3208	-27,754	11,203	-0,11647	21,335
3209	-27,274	12,1	-0,11647	20,107
3209	-27,274	12,1	-0,11647	20,107
3210	-26,791	12,999	-0,11647	19,014
3210	-26,791	12,999	-0,11647	19,014
3211	-26,308	13,896	-0,11647	18,074
3211	-26,308	13,896	-0,11647	18,074
3212	-25,822	14,793	-0,11647	17,279
3212	-25,822	14,793	-0,11647	17,279
3213	-25,334	15,698	-0,11647	16,618
3213	-25,334	15,698	-0,11647	16,618
3214	-24,359	17,505	-0,11647	15,669
3214	-24,359	17,505	-0,11647	15,669
3215	-23,865	18,417	-0,11647	15,365
3215	-23,865	18,417	-0,11647	15,365
3216	-23,373	19,33	-0,11647	15,156
3216	-23,373	19,33	-0,11647	15,156
3217	-22,881	20,245	-0,11647	15,039
3217	-22,881	20,245	-0,11647	15,039
3218	-22,381	21,167	-0,11647	15,017
3218	-22,381	21,167	-0,11647	15,017
3219	-21,88	22,091	-0,11647	15,08
3219	-21,88	22,091	-0,11647	15,08
3220	-21,383	23,015	-0,11647	15,218
3220	-21,383	23,015	-0,11647	15,218
3221	-20,891	23,939	-0,11647	15,436
3221	-20,891	23,939	-0,11647	15,436
3222	-20,383	24,877	-0,11647	15,735
3222	-20,383	24,877	-0,11647	15,735
3223	-19,874	25,821	-0,11647	16,112
3223	-19,874	25,821	-0,11647	16,112
3224	-19,36	26,768	-0,11647	16,566
3224	-19,36	26,768	-0,11647	16,566
3225	-18,842	27,716	-0,11647	17,098
3225	-18,842	27,716	-0,11647	17,098
3226	-18,328	28,679	-0,11647	17,703
3226	-18,328	28,679	-0,11647	17,703
3227	-17,816	29,641	-0,11647	18,382
3227	-17,816	29,641	-0,11647	18,382
3228	-17,292	30,6	-0,11647	19,142
3228	-17,292	30,6	-0,11647	19,142
3229	-16,769	31,564	-0,11647	19,972
3229	-16,769	31,564	-0,11647	19,972
3230	-16,259	32,53	-0,11647	20,866
3230	-16,259	32,53	-0,11647	20,866
3231	-15,745	33,488	-0,11647	21,828
3231	-15,745	33,488	-0,11647	21,828
3232	-15,223	34,443	-0,11647	22,858
3232	-15,223	34,443	-0,11647	22,858
3233	-14,709	35,401	-0,11647	23,937
3233	-14,709	35,401	-0,11647	23,937
3234	-14,204	36,351	-0,11647	25,055
3234	-14,204	36,351	-0,11647	25,055
3235	-13,691	37,297	-0,11647	26,207
3235	-13,691	37,297	-0,11647	26,207
3236	-13,175	38,246	-0,11647	27,37
3236	-13,175	38,246	-0,11647	27,37
3237	-12,667	39,198	-0,11647	28,494
3237	-12,667	39,198	-0,11647	28,494
3238	-12,171	40,152	-0,11647	29,534
3238	-12,171	40,152	-0,11647	29,534
3239	-11,659	41,099	-0,11647	30,413
3239	-11,659	41,099	-0,11647	30,413
3240	-11,152	42,046	-0,11647	31,025
3240	-11,152	42,046	-0,11647	31,025
3241	-10,655	42,984	-0,11647	31,229
3241	-10,655	42,984	-0,11647	31,229
3242	-10,165	43,911	-0,11647	30,887
3242	-10,165	43,911	-0,11647	30,887
3243	-9,6769	44,828	-0,11647	29,856
3243	-9,6769	44,828	-0,11647	29,856
3244	-9,1934	45,728	-0,11647	28,047
3244	-9,1934	45,728	-0,11647	28,047
3245	-8,7124	46,604	-0,11647	25,492
3245	-8,7124	46,604	-0,11647	25,492
3246	-8,24	47,461	-0,11647	22,406
3246	-8,24	47,461	-0,11647	22,406
3247	-7,7851	48,285	-0,11647	19,327
3247	-7,7851	48,285	-0,11647	19,327
3248	-7,2465	49,033	-0,11647	16,666
3248	-7,2465	49,033	-0,11647	16,666
3249	-6,6697	49,738	-0,11647	14,659
3249	-6,6697	49,738	-0,11647	14,659
3250	-5,991	50,428	-0,11647	13,3
3250	-5,991	50,428	-0,11647	13,3
3251	-5,2136	51,011	-0,11647	12,569
3251	-5,2136	51,011	-0,11647	12,569
3252	-4,4286	51,532	-0,11647	12,436
3252	-4,4286	51,532	-0,11647	12,436
3253	-3,6379	51,989	-0,11647	12,649
3253	-3,6379	51,989	-0,11647	12,649
3254	-2,8256	52,378	-0,11647	13,037
3254	-2,8256	52,378	-0,11647	13,037
3255	-1,9557	52,704	-0,11647	13,493
3255	-1,9557	52,704	-0,11647	13,493
3256	-1,138	52,967	-0,11647	14,152
3256	-1,138	52,967	-0,11647	14,152
3257	-0,34321	53,126	-0,11647	14,453
3257	-0,34321	53,126	-0,11647	14,453
3258	0,46926	53,069	-0,11647	14,422
3258	0,46926	53,069	-0,11647	14,422
3259	1,3158	52,925	-0,11647	14,069
3259	1,3158	52,925	-0,11647	14,069
3260	2,1778	52,676	-0,11647	13,63
3260	2,1778	52,676	-0,11647	13,63
3261	3,0326	52,373	-0,11647	13,125
3261	3,0326	52,373	-0,11647	13,125
3262	3,8516	51,97	-0,11647	12,661
3262	3,8516	51,97	-0,11647	12,661
3263	4,618	51,49	-0,11647	12,504
3263	4,618	51,49	-0,11647	12,504
3264	5,3351	50,94	-0,11647	12,799
3264	5,3351	50,94	-0,11647	12,799
3265	6,0255	50,273	-0,11647	13,712
3265	6,0255	50,273	-0,11647	13,712
3266	6,6885	49,542	-0,11647	15,283
3266	6,6885	49,542	-0,11647	15,283
3267	7,3098	48,8	-0,11647	17,44
3267	7,3098	48,8	-0,11647	17,44
3268	7,904	48,046	-0,11647	20,266
3268	7,904	48,046	-0,11647	20,266
3269	8,3818	47,181	-0,11647	23,295
3269	8,3818	47,181	-0,11647	23,295
3270	8,8561	46,431	-0,11647	25,987
3270	8,8561	46,431	-0,11647	25,987
3271	9,323	45,693	-0,11647	28,206
3271	9,323	45,693	-0,11647	28,206
3272	9,7587	44,778	-0,11647	29,871
3272	9,7587	44,778	-0,11647	29,871
3273	10,16	43,909	-0,11647	30,864
3273	10,16	43,909	-0,11647	30,864
3274	10,645	43,001	-0,11647	31,218
3274	10,645	43,001	-0,11647	31,218
3275	11,135	42,078	-0,11647	31,031
3275	11,135	42,078	-0,11647	31,031
3276	11,637	41,13	-0,11647	30,438
3276	11,637	41,13	-0,11647	30,438
3277	12,154	40,172	-0,11647	29,56
3277	12,154	40,172	-0,11647	29,56
3278	12,664	39,216	-0,11647	28,513
3278	12,664	39,216	-0,11647	28,513
3279	13,174	38,26	-0,11647	27,38
3279	13,174	38,26	-0,11647	27,38
3280	13,694	37,307	-0,11647	26,212
3280	13,694	37,307	-0,11647	26,212
3281	14,211	36,36	-0,11647	25,053
3281	14,211	36,36	-0,11647	25,053
3282	14,719	35,394	-0,11647	23,926
3282	14,719	35,394	-0,11647	23,926
3283	15,232	34,435	-0,11647	22,845
3283	15,232	34,435	-0,11647	22,845
3284	15,752	33,481	-0,11647	21,816
3284	15,752	33,481	-0,11647	21,816
3285	16,268	32,524	-0,11647	20,855
3285	16,268	32,524	-0,11647	20,855
3286	16,779	31,558	-0,11647	19,962
3286	16,779	31,558	-0,11647	19,962
3287	17,298	30,605	-0,11647	19,135
3287	17,298	30,605	-0,11647	19,135
3288	17,819	29,647	-0,11647	18,378
3288	17,819	29,647	-0,11647	18,378
3289	18,331	28,687	-0,11647	17,699
3289	18,331	28,687	-0,11647	17,699
3290	18,845	27,725	-0,11647	17,094
3290	18,845	27,725	-0,11647	17,094
3291	19,362	26,771	-0,11647	16,561
3291	19,362	26,771	-0,11647	16,561
3292	19,871	25,826	-0,11647	16,108
3292	19,871	25,826	-0,11647	16,108
3293	20,379	24,881	-0,11647	15,731
3293	20,379	24,881	-0,11647	15,731
3294	20,892	23,932	-0,11647	15,428
3294	20,892	23,932	-0,11647	15,428
3295	21,393	23,002	-0,11647	15,209
3295	21,393	23,002	-0,11647	15,209
3296	21,89	22,075	-0,11647	15,07
3296	21,89	22,075	-0,11647	15,07
3297	22,391	21,153	-0,11647	15,006
3297	22,391	21,153	-0,11647	15,006
3298	22,89	20,234	-0,11647	15,029
3298	22,89	20,234	-0,11647	15,029
3299	23,382	19,315	-0,11647	15,146
3299	23,382	19,315	-0,11647	15,146
3300	23,871	18,401	-0,11647	15,356
3300	23,871	18,401	-0,11647	15,356
3301	24,367	17,488	-0,11647	15,663
3301	24,367	17,488	-0,11647	15,663
3302	24,856	16,582	-0,11647	16,077
3302	24,856	16,582	-0,11647	16,077
3303	25,343	15,675	-0,11647	16,614
3303	25,343	15,675	-0,11647	16,614
3304	25,831	14,77	-0,11647	17,273
3304	25,831	14,77	-0,11647	17,273
3305	26,311	13,884	-0,11647	18,059
3305	26,311	13,884	-0,11647	18,059
3306	26,794	12,992	-0,11647	18,987
3306	26,794	12,992	-0,11647	18,987
3307	27,28	12,104	-0,11647	20,066
3307	27,28	12,104	-0,11647	20,066
3308	27,761	11,215	-0,11647	21,277
3308	27,761	11,215	-0,11647	21,277
3309	28,243	10,331	-0,11647	22,6
3309	28,243	10,331	-0,11647	22,6
3310	28,708	9,4412	-0,11647	23,962
3310	28,708	9,4412	-0,11647	23,962
3311	29,177	8,5482	-0,11647	25,245
3311	29,177	8,5482	-0,11647	25,245
3312	29,635	7,6383	-0,11647	26,254
3312	29,635	7,6383	-0,11647	26,254
3313	30,085	6,7123	-0,11647	26,744
3313	30,085	6,7123	-0,11647	26,744
3314	30,537	5,6926	-0,11647	26,615
3314	30,537	5,6926	-0,11647	26,615
3315	31,325	5,2014	-0,11647	25,704
3315	31,325	5,2014	-0,11647	25,704
3316	31,296	4,4168	-0,11647	24,727
3316	31,296	4,4168	-0,11647	24,727
3317	31,57	3,5959	-0,11647	23,71
3317	31,57	3,5959	-0,11647	23,71
3318	31,896	2,6964	-0,11647	22,731
3318	31,896	2,6964	-0,11647	22,731
3319	32,149	1,8117	-0,11647	22,103
3319	32,149	1,8117	-0,11647	22,103
3320	32,334	0,87771	-0,11647	21,793
3320	32,334	0,87771	-0,11647	21,793
3321	32,437	-5,0952e-002	-0,11647	21,86
3321	32,437	-5,0952e-002	-0,11647	21,86
3322	32,434	-0,94619	-0,11647	22,064
3322	32,434	-0,94619	-0,11647	22,064
3323	32,336	-1,8203	-0,11647	22,274
3323	32,336	-1,8203	-0,11647	22,274
3324	32,131	-2,6987	-0,11647	22,673
3324	32,131	-2,6987	-0,11647	22,673
3325	31,855	-3,5904	-0,11647	23,401
3325	31,855	-3,5904	-0,11647	23,401
3326	31,524	-4,4646	-0,11647	24,507
3326	31,524	-4,4646	-0,11647	24,507
3327	31,073	-5,3115	-0,11647	25,667
3327	31,073	-5,3115	-0,11647	25,667
3328	30,607	-6,1787	-0,11647	26,463
3328	30,607	-6,1787	-0,11647	26,463
3329	30,136	-7,0643	-0,11647	26,602
3329	30,136	-7,0643	-0,11647	26,602
3330	29,653	-7,9633	-0,11647	26,075
3330	29,653	-7,9633	-0,11647	26,075
3331	29,151	-8,8531	-0,11647	25,07
3331	29,151	-8,8531	-0,11647	25,07
3332	28,666	-9,7452	-0,11647	23,813
3332	28,666	-9,7452	-0,11647	23,813
3333	28,178	-10,64	-0,11647	22,459
3333	28,178	-10,64	-0,11647	22,459
3334	27,693	-11,543	-0,11647	21,134
3334	27,693	-11,543	-0,11647	21,134
3335	27,21	-12,442	-0,11647	19,913
3335	27,21	-12,442	-0,11647	19,913
3336	26,719	-13,343	-0,11647	18,824
3336	26,719	-13,343	-0,11647	18,824
3337	26,237	-14,255	-0,11647	17,884
3337	26,237	-14,255	-0,11647	17,884
3338	25,738	-15,163	-0,11647	17,085
3338	25,738	-15,163	-0,11647	17,085
3339	25,243	-16,085	-0,11647	16,421
3339	25,243	-16,085	-0,11647	16,421
3340	24,75	-17,004	-0,11647	15,881
3340	24,75	-17,004	-0,11647	15,881
3341	24,257	-17,924	-0,11647	15,462
3341	24,257	-17,924	-0,11647	15,462
3342	23,751	-18,853	-0,11647	15,147
3342	23,751	-18,853	-0,11647	15,147
3343	23,253	-19,781	-0,11647	14,927
3343	23,253	-19,781	-0,11647	14,927
3344	22,754	-20,712	-0,11647	14,799
3344	22,754	-20,712	-0,11647	14,799
3345	22,245	-21,646	-0,11647	14,761
3345	22,245	-21,646	-0,11647	14,761
3346	21,738	-22,581	-0,11647	14,799
3346	21,738	-22,581	-0,11647	14,799
3347	21,235	-23,516	-0,11647	14,904
3347	21,235	-23,516	-0,11647	14,904
3348	20,734	-24,457	-0,11647	15,084
3348	20,734	-24,457	-0,11647	15,084
3349	20,218	-25,409	-0,11647	15,332
3349	20,218	-25,409	-0,11647	15,332
3350	19,703	-26,364	-0,11647	15,641
3350	19,703	-26,364	-0,11647	15,641
3351	19,185	-27,322	-0,11647	16,01
3351	19,185	-27,322	-0,11647	16,01
3352	18,663	-28,288	-0,11647	16,433
3352	18,663	-28,288	-0,11647	16,433
3353	18,15	-29,257	-0,11647	16,903
3353	18,15	-29,257	-0,11647	16,903
3354	17,624	-30,231	-0,11647	17,417
3354	17,624	-30,231	-0,11647	17,417
3355	17,093	-31,207	-0,11647	17,967
3355	17,093	-31,207	-0,11647	17,967
3356	16,567	-32,195	-0,11647	18,537
3356	16,567	-32,195	-0,11647	18,537
3357	16,044	-33,18	-0,11647	19,114
3357	16,044	-33,18	-0,11647	19,114
3358	15,51	-34,159	-0,11647	19,687
3358	15,51	-34,159	-0,11647	19,687
3359	14,98	-35,142	-0,11647	20,227
3359	14,98	-35,142	-0,11647	20,227
3360	14,462	-36,122	-0,11647	20,706
3360	14,462	-36,122	-0,11647	20,706
3361	13,934	-37,095	-0,11647	21,102
3361	13,934	-37,095	-0,11647	21,102
3362	13,41	-38,058	-0,11647	21,384
3362	13,41	-38,058	-0,11647	21,384
3363	12,893	-39,022	-0,11647	21,503
3363	12,893	-39,022	-0,11647	21,503
3364	12,385	-39,976	-0,11647	21,426
3364	12,385	-39,976	-0,11647	21,426
3365	11,868	-40,929	-0,11647	21,125
3365	11,868	-40,929	-0,11647	21,125
3366	11,352	-41,881	-0,11647	20,567
3366	11,352	-41,881	-0,11647	20,567
3367	10,848	-42,823	-0,11647	19,743
3367	10,848	-42,823	-0,11647	19,743
3368	10,352	-43,751	-0,11647	18,682
3368	10,352	-43,751	-0,11647	18,682
3369	9,8734	-44,659	-0,11647	17,429
3369	9,8734	-44,659	-0,11647	17,429
3370	9,3986	-45,564	-0,11647	16,029
3370	9,3986	-45,564	-0,11647	16,029
3371	8,9446	-46,462	-0,11647	14,531
3371	8,9446	-46,462	-0,11647	14,531
3372	8,4747	-47,351	-0,11647	12,982
3372	8,4747	-47,351	-0,11647	12,982
3373	7,9839	-48,216	-0,11647	11,507
3373	7,9839	-48,216	-0,11647	11,507
3374	7,4276	-49,01	-0,11647	10,259
3374	7,4276	-49,01	-0,11647	10,259
3375	6,869	-49,783	-0,11647	9,3164
3375	6,869	-49,783	-0,11647	9,3164
3376	6,2797	-50,474	-0,11647	8,5849
3376	6,2797	-50,474	-0,11647	8,5849
3377	5,6677	-51,091	-0,11647	8,0046
3377	5,6677	-51,091	-0,11647	8,0046
3378	5,0195	-51,536	-0,11647	7,4718
3378	5,0195	-51,536	-0,11647	7,4718
3379	4,2023	-51,927	-0,11647	7,0013
3379	4,2023	-51,927	-0,11647	7,0013
3380	3,3542	-52,249	-0,11647	6,6621
3380	3,3542	-52,249	-0,11647	6,6621
3381	2,4974	-52,501	-0,11647	6,4173
3381	2,4974	-52,501	-0,11647	6,4173
3382	1,6747	-52,643	-0,11647	6,2382
3382	1,6747	-52,643	-0,11647	6,2382
3383	0,78953	-52,787	-0,11647	6,1299
3383	0,78953	-52,787	-0,11647	6,1299
3384	-0,19396	-52,85	-0,11647	6,1283
3384	-0,19396	-52,85	-0,11647	6,1283
3385	-1,1393	-52,803	-0,11647	6,2097
3385	-1,1393	-52,803	-0,11647	6,2097
3386	-2,0418	-52,615	-0,11647	6,3633
3386	-2,0418	-52,615	-0,11647	6,3633
3387	-2,9245	-52,344	-0,11647	6,5844
3387	-2,9245	-52,344	-0,11647	6,5844
3388	-3,741	-51,981	-0,11647	6,89
3388	-3,741	-51,981	-0,11647	6,89
3389	-4,5411	-51,545	-0,11647	7,291
3389	-4,5411	-51,545	-0,11647	7,291
3390	-5,302	-51,034	-0,11647	7,8001
3390	-5,302	-51,034	-0,11647	7,8001
3391	-6,0092	-50,454	-0,11647	8,4271
3391	-6,0092	-50,454	-0,11647	8,4271
3392	-6,7442	-49,745	-0,11647	9,2424
3392	-6,7442	-49,745	-0,11647	9,2424
3393	-7,972	-48,221	-0,11647	11,52
3393	-7,972	-48,221	-0,11647	11,52
3394	-2,0934	49,434	-0,11647	11,191
3394	-2,0934	49,434	-0,11647	11,191
3395	-0,65808	49,781	-0,11647	8,7506
3395	-0,65808	49,781	-0,11647	8,7506
3396	1,7408	49,156	-0,11647	8,0111
3396	1,7408	49,156	-0,11647	8,0111
3397	0,70776	49,52	-0,11647	7,9991
3397	0,70776	49,52	-0,11647	7,9991
3398	4,0901	42,23	-0,11647	72,909
3398	4,0901	42,23	-0,11647	72,909
3399	3,3778	41,562	-0,11647	64,87
3399	3,3778	41,562	-0,11647	64,87
3400	2,5736	40,878	-0,11647	53,455
3400	2,5736	40,878	-0,11647	53,455
3401	0,96817	39,876	-0,11647	35,197
3401	0,96817	39,876	-0,11647	35,197
3402	1,6806	40,343	-0,11647	41,603
3402	1,6806	40,343	-0,11647	41,603
3403	-0,55841	39,743	-0,11647	33,611
3403	-0,55841	39,743	-0,11647	33,611
3404	-2,1326	40,682	-0,11647	47,975
3404	-2,1326	40,682	-0,11647	47,975
3405	-3,0245	41,237	-0,11647	60,197
3405	-3,0245	41,237	-0,11647	60,197
3406	-3,799	41,922	-0,11647	69,817
3406	-3,799	41,922	-0,11647	69,817
3407	-5,1476	43,825	-0,11647	67,277
3407	-5,1476	43,825	-0,11647	67,277
3408	-5,0578	44,791	-0,11647	65,429
3408	-5,0578	44,791	-0,11647	65,429
3409	-5,3487	45,996	-0,11647	54,885
3409	-5,3487	45,996	-0,11647	54,885
3410	-4,8769	46,877	-0,11647	45,882
3410	-4,8769	46,877	-0,11647	45,882
3411	-4,0034	48,285	-0,11647	29,932
3411	-4,0034	48,285	-0,11647	29,932
3412	-3,7532	-42,047	-0,11647	62,817
3412	-3,7532	-42,047	-0,11647	62,817
3413	-2,9591	-41,391	-0,11647	71,055
3413	-2,9591	-41,391	-0,11647	71,055
3414	-1,2215	-40,322	-0,11647	76,403
3414	-1,2215	-40,322	-0,11647	76,403
3415	-2,0696	-40,805	-0,11647	75,817
3415	-2,0696	-40,805	-0,11647	75,817
3416	1,0581	-40,038	-0,11647	73,359
3416	1,0581	-40,038	-0,11647	73,359
3417	1,7678	-40,534	-0,11647	75,345
3417	1,7678	-40,534	-0,11647	75,345
3418	2,6644	-41,08	-0,11647	72,316
3418	2,6644	-41,08	-0,11647	72,316
3419	4,243	-42,168	-0,11647	54,471
3419	4,243	-42,168	-0,11647	54,471
3420	3,5197	-41,707	-0,11647	65,11
3420	3,5197	-41,707	-0,11647	65,11
3421	-0,20963	-49,881	-0,11647	3,3634
3421	-0,20963	-49,881	-0,11647	3,3634
3422	-1,1174	-49,662	-0,11647	4,0126
3422	-1,1174	-49,662	-0,11647	4,0126
3423	-2,8983	-49,173	-0,11647	7,1148
3423	-2,8983	-49,173	-0,11647	7,1148
3424	-2,0892	-49,416	-0,11647	5,5549
3424	-2,0892	-49,416	-0,11647	5,5549
3425	-4,0145	-47,622	-0,11647	13,675
3425	-4,0145	-47,622	-0,11647	13,675
3426	-4,3821	-46,737	-0,11647	19,556
3426	-4,3821	-46,737	-0,11647	19,556
3427	-4,6805	-45,74	-0,11647	27,41
3427	-4,6805	-45,74	-0,11647	27,41
3428	-5,0196	-43,969	-0,11647	37,373
3428	-5,0196	-43,969	-0,11647	37,373
3429	-4,8147	-44,758	-0,11647	34,446
3429	-4,8147	-44,758	-0,11647	34,446
3430	22,093	3,7875	-0,11647	45,953
3430	22,093	3,7875	-0,11647	45,953
3431	23,036	4,2488	-0,11647	53,733
3431	23,036	4,2488	-0,11647	53,733
3432	25,014	4,811	-0,11647	59,41
3432	25,014	4,811	-0,11647	59,41
3433	24,05	4,5534	-0,11647	58,68
3433	24,05	4,5534	-0,11647	58,68
3434	29,297	-2,5518	-0,11647	30,122
3434	29,297	-2,5518	-0,11647	30,122
3435	28,787	-3,198	-0,11647	36,886
3435	28,787	-3,198	-0,11647	36,886
3436	27,099	-4,9902	-0,11647	46,137
3436	27,099	-4,9902	-0,11647	46,137
3437	28,	-4,2986	-0,11647	42,363
3437	28,	-4,2986	-0,11647	42,363
3438	25,632	-5,2809	-0,11647	55,975
3438	25,632	-5,2809	-0,11647	55,975
3439	24,918	-4,968	-0,11647	61,196
3439	24,918	-4,968	-0,11647	61,196
3440	23,977	-4,6903	-0,11647	59,98
3440	23,977	-4,6903	-0,11647	59,98
3441	22,989	-4,3974	-0,11647	54,384
3441	22,989	-4,3974	-0,11647	54,384
3442	21,289	-3,6139	-0,11647	39,162
3442	21,289	-3,6139	-0,11647	39,162
3443	22,043	-3,948	-0,11647	46,148
3443	22,043	-3,948	-0,11647	46,148
3444	20,37	-1,5782	-0,11647	32,374
3444	20,37	-1,5782	-0,11647	32,374
3445	20,298	-0,58918	-0,11647	29,806
3445	20,298	-0,58918	-0,11647	29,806
3446	20,412	2,2461	-0,11647	35,228
3446	20,412	2,2461	-0,11647	35,228
3447	20,402	1,4258	-0,11647	32,624
3447	20,402	1,4258	-0,11647	32,624
3448	20,29	0,44782	-0,11647	29,927
3448	20,29	0,44782	-0,11647	29,927
3449	4,9469	-43,537	-0,11647	40,545
3449	4,9469	-43,537	-0,11647	40,545
3450	3,5789	-48,991	-0,11647	8,203
3450	3,5789	-48,991	-0,11647	8,203
3451	4,2984	-48,159	-0,11647	11,136
3451	4,2984	-48,159	-0,11647	11,136
3452	4,1854	-47,193	-0,11647	16,65
3452	4,1854	-47,193	-0,11647	16,65
3453	4,4643	-46,262	-0,11647	23,867
3453	4,4643	-46,262	-0,11647	23,867
3454	4,6228	-45,281	-0,11647	32,517
3454	4,6228	-45,281	-0,11647	32,517
3455	4,7659	-44,337	-0,11647	38,67
3455	4,7659	-44,337	-0,11647	38,67
3456	2,7017	48,628	-0,11647	20,447
3456	2,7017	48,628	-0,11647	20,447
3457	3,6504	47,937	-0,11647	36,256
3457	3,6504	47,937	-0,11647	36,256
3458	4,2144	46,892	-0,11647	58,394
3458	4,2144	46,892	-0,11647	58,394
3459	4,9641	44,247	-0,11647	71,581
3459	4,9641	44,247	-0,11647	71,581
3460	4,6993	45,076	-0,11647	74,809
3460	4,6993	45,076	-0,11647	74,809
3461	-20,192	-2,0063	-0,11647	33,187
3461	-20,192	-2,0063	-0,11647	33,187
3462	-20,212	-1,1585	-0,11647	30,721
3462	-20,212	-1,1585	-0,11647	30,721
3463	-20,159	-0,13284	-0,11647	29,383
3463	-20,159	-0,13284	-0,11647	29,383
3464	-20,165	0,85126	-0,11647	30,6
3464	-20,165	0,85126	-0,11647	30,6
3465	27,927	3,7592	-0,11647	45,343
3465	27,927	3,7592	-0,11647	45,343
3466	28,537	2,891	-0,11647	39,14
3466	28,537	2,891	-0,11647	39,14
3467	29,747	-1,4967	-0,11647	22,813
